ISBN,title,desc,price,publisher_id,published_year,image
0385721420,Three Junes,"A luminous first novel, set in Greece, Scotland, Greenwich Village, and Long Island, that traces the members of a Scottish family as they confront the joys and longings, fulfillments and betrayals of love in all its guises.In June of 1989 Paul McLeod, a newspaper publisher and recent widower, travels to Greece, where he falls for a young American artist and reflects on the complicated truth about his marriage. Six years later, again in June, Pauls death draws his three grown sons and their families back to their ancestral home. Fenno, the eldest, a wry, introspective gay man, narrates the events of this unforeseen reunion. Far from his straitlaced expatriate life as a bookseller in Greenwich Village, Fenno is stunned by a series of revelations that threaten his carefully crafted defenses. Four years farther on, in yet another June, a chance meeting on the Long Island shore brings Fenno together with Fern Olitsky, the artist who once captivated his father. Now pregnant, Fern must weigh her guilt about the past against her wishes for the future and decide what family means to her. In prose rich with compassion and wit, Three Junes paints a haunting portrait of loves redemptive powers.",70,75,2003,https://images-na.ssl-images-amazon.com/images/P/0385721420.01.LZZZZZZZ.jpg
038549825X,Not a Day Goes By : A Novel,"John Basil Henderson has always played the field--on the pro football circuit and as an equal-opportunity lover. Now retired and a sports agent, he decides to settle down with the beautiful Broadway star, Yancey Harrington Braxton. But this insatiable opportunist joins forces with her unconscionable mother to dig up Basils most guarded secrets.",85,75,2001,https://images-na.ssl-images-amazon.com/images/P/038549825X.01.LZZZZZZZ.jpg
0393020371,Next: The Future Just Happened,"In Liars Poker the barbarians seized control of the bond markets. In The New New Thing some guys from Silicon Valley redefined the American economy. Now, with his knowing eye and wicked pen, Michael Lewis reveals how much the Internet boom has encouraged great changes in the way we live, work, and think. He finds that we are in the midst of one of the greatest status revolutions in the history of the world, and the Internet turns out to be a weapon in the hands of revolutionaries. Old priesthoods—lawyers, investment gurus, professionals in general—are toppling right and left. In the new order of things, the amateur, or individual, is king: fourteen-year-old children manipulate the stock market and nineteen-year-olds take down the music industry. Deep, unseen forces are undermining all forms of collectivism, from the family to the mass market: one little black box has the power to end television as we know it, and another one—also attached to the television set—may dictate significant changes in our practice of democracy. Where does it all lead? And will we like where we end up?A brave new world indeed . . . and who better to guide us through it than Michael Lewis, whose subversive, trenchant humor is the perfect match to his subject matter. Here is a book as fresh as tomorrows headlines, and as entertaining as its predecessors.",85,76,2001,https://images-na.ssl-images-amazon.com/images/P/0393020371.01.LZZZZZZZ.jpg
0393321576,Karl Marx: A Life,"In this stunning book, the first comprehensive biography of Marx since the end of the Cold War, Francis Wheen gives us not a socialist ogre but a fascinating, ultimately humane man, while still examining the criticisms of his detractors. A study in contradictions, Karl Marx was at once a reserved scholar, a fiery agitator, and a gregarious socialite, while his intellect and ideology were once described as Rousseau, Voltaire, and Hegel fused into one person. He lived both at the center and on the fringes of his age, and his oratory and writing continue to change the contemporary world. In his entertaining, offbeat style, Wheen offers an eminently readable biography of one of historys most unforgettable figures. Wheens portrait of Marxs life is artfully shaped and makes delectable reading.—New York Times A magnificent portrait of Marx.... Bravo!—A. N. Wilson [E]xpertly researched, admirably objective, eminently humane, and plenty entertaining.—Boston Book Review",20,76,2001,https://images-na.ssl-images-amazon.com/images/P/0393321576.01.LZZZZZZZ.jpg
0393048977,Last Blue: Poems,The author describes one of his major poetic themes as being light versus darkness. This collection reflects this theme.,80,76,2000,https://images-na.ssl-images-amazon.com/images/P/0393048977.01.LZZZZZZZ.jpg
1900850303,The Angelic Darkness,"Plagued by insomnia and spiritually lost, Bill finds a lodger as the solution to his problems; a handsome, charismatic Portuguese man named Peter. Bill finds himself drawn into a world of kabbalistic storytelling, charms and ritual. Peter ignites Bills repressed obsessions by telling him emotionally charged tales of hidden meaning.",40,77,1999,https://images-na.ssl-images-amazon.com/images/P/1900850303.01.LZZZZZZZ.jpg
1903019699,The Soulbane Stratagem,"For American student Cade Bryson, the opportunity to study in Oxford was a dream come true. But a chance discovery on a snowy winter evening changes everything. Sinister forces await Cade in ancient college buildings and in Oxfords hidden lanes.",50,78,2000,https://images-na.ssl-images-amazon.com/images/P/1903019699.01.LZZZZZZZ.jpg
0345425294,Gangster,"Born in the midst of tragedy and raised in the shadow of a shocking secret, young Angelo Vestieri chooses to flee both his past and his father to seek a second family --- the criminals who preside over early-twentieth-century New York. In his bloody rise from soldier to mob boss, he encounters ever more barbaric betrayals, yet comes to understand the meaning of loyalty. As the years pass, as enemies are made and defeated, as wars are fought and won, the old don meets an abandoned boy who needs a parent as much as protection. By taking Gabe under his wing and teaching him everything he knows, Angelo Vestieri will learn, in the winter of his life, which is greater: his love for the boy he cherishes, or his need to be a gangster and to live by the savage rules he helped create.",20,79,2002,https://images-na.ssl-images-amazon.com/images/P/0345425294.01.LZZZZZZZ.jpg
0449202631,Danger,"When a string of kidnappings rocks the horse racing world, Andrew Douglas is brought in to recover the missing-without becoming the next victim.",75,79,1985,https://pictures.abebooks.com/isbn/9780449202630-us.jpg
0449207544,Proof,"When a typically perfect party at wine merchant Tony Beachs is brutally crashed, he finds himself caught in the terrifying midst of a mystery that begins with sham scotch and counterfeit claret and escalates to hijacking and murder....",40,79,1990,https://pictures.abebooks.com/isbn/9780449207543-us.jpg
